Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,24,2,1,3,2,Research Scientist,4,3319,1,No,1,2,9,3,3,9,4,7
45,No,Travel_Rarely,1,3,3,4,5,Manager,4,19202,0,No,3,1,25,2,3,24,1,7
31,No,Travel_Frequently,3,4,2,3,3,Research Director,3,13675,9,No,1,1,9,3,3,2,2,2
33,No,Travel_Rarely,5,4,3,2,1,Research Scientist,4,2911,1,No,3,1,2,2,2,2,0,2
34,No,Travel_Rarely,2,4,4,2,2,Manufacturing Director,1,5957,6,No,2,1,13,3,3,11,5,9
37,No,Travel_Rarely,1,2,3,2,1,Research Scientist,1,3920,2,No,1,1,17,2,2,3,0,2
45,No,Travel_Frequently,7,4,1,4,2,Manufacturing Director,3,6434,4,No,4,1,9,1,3,3,0,2
37,Yes,Travel_Frequently,10,3,1,3,3,Manufacturing Director,3,10048,6,No,2,2,17,5,3,1,0,0
39,No,Travel_Frequently,2,4,3,3,3,Healthcare Representative,3,10938,0,No,4,0,20,1,3,19,11,8
29,No,Travel_Rarely,15,3,3,3,1,Research Scientist,4,2340,1,No,1,0,6,1,3,6,1,5
42,No,Travel_Rarely,17,2,4,4,2,Research Scientist,1,6545,3,Yes,3,0,10,1,3,3,0,2
29,No,Travel_Rarely,20,2,4,3,2,Sales Executive,4,6931,2,No,4,1,10,2,3,3,0,2
25,No,Travel_Rarely,1,3,1,3,2,Manufacturing Director,3,4898,0,No,4,2,5,3,3,4,1,2
42,No,Travel_Rarely,2,3,4,2,1,Laboratory Technician,1,2593,0,Yes,3,1,10,4,3,9,7,8
40,No,Travel_Rarely,2,2,1,3,5,Research Director,3,19436,0,No,4,1,22,5,3,21,3,9
51,No,Travel_Rarely,1,3,3,3,1,Research Scientist,4,2723,1,No,2,0,1,0,2,1,0,0
31,Yes,Travel_Frequently,29,2,3,2,1,Laboratory Technician,2,3479,0,No,2,0,6,2,4,5,1,4
32,No,Travel_Frequently,7,3,2,4,1,Laboratory Technician,2,2794,1,No,3,0,5,3,1,5,0,3
38,No,Non-Travel,2,2,4,2,2,Sales Executive,4,5249,3,No,4,1,13,0,3,8,7,5
32,No,Travel_Rarely,2,1,4,2,2,Laboratory Technician,1,2176,4,No,4,0,9,5,3,6,0,4
46,No,Travel_Rarely,2,3,3,1,4,Manager,2,16872,3,Yes,2,1,28,2,2,7,7,7
28,Yes,Travel_Rarely,2,4,1,3,1,Laboratory Technician,3,3485,2,No,3,0,5,5,1,0,0,0
29,No,Travel_Rarely,2,3,1,2,2,Sales Executive,2,6644,2,No,2,2,10,2,3,0,0,0
31,No,Travel_Rarely,23,3,2,2,2,Healthcare Representative,4,5582,0,No,2,1,10,2,3,9,7,8
25,No,Non-Travel,5,2,2,4,2,Healthcare Representative,1,4000,1,No,4,2,6,2,3,6,1,5
45,No,Travel_Rarely,20,2,3,3,4,Healthcare Representative,4,13496,0,Yes,2,0,21,2,3,20,4,10
36,No,Travel_Rarely,6,3,4,3,1,Laboratory Technician,4,3210,0,No,3,1,16,4,3,15,10,11
55,No,Travel_Rarely,1,3,4,3,5,Manager,1,19045,0,Yes,3,0,37,2,3,36,4,13
47,Yes,Non-Travel,29,4,1,3,3,Manager,2,11849,1,Yes,4,1,10,2,2,10,9,9
28,No,Travel_Rarely,9,3,4,3,1,Research Scientist,4,2070,1,No,4,1,5,3,2,5,0,4
37,No,Travel_Rarely,6,4,3,3,2,Sales Executive,4,6502,4,No,2,1,7,5,4,5,0,1
21,No,Travel_Rarely,3,2,4,2,1,Research Scientist,3,3230,1,No,1,0,3,4,4,3,1,0
37,No,Non-Travel,1,4,1,3,3,Research Director,4,13603,2,Yes,1,2,15,2,3,5,0,2
35,No,Travel_Rarely,22,3,2,4,3,Manager,2,11996,7,No,2,1,10,6,2,7,6,2
38,No,Travel_Rarely,7,2,1,4,2,Sales Executive,1,5605,1,Yes,3,1,8,3,3,8,7,7
26,No,Travel_Frequently,1,3,3,3,2,Manufacturing Director,2,6397,1,No,1,1,6,6,1,6,1,4
50,No,Travel_Rarely,4,1,1,3,5,Research Director,2,19144,3,No,1,2,28,4,2,10,1,6
53,No,Travel_Rarely,3,4,3,3,4,Research Director,3,17584,3,Yes,4,3,21,5,2,5,1,3
42,No,Travel_Rarely,1,1,2,3,2,Sales Executive,3,4907,1,No,3,0,20,3,3,20,11,6
29,No,Travel_Frequently,2,2,2,3,2,Sales Executive,4,4554,1,No,1,0,10,3,2,10,0,9
55,No,Travel_Rarely,20,2,2,3,2,Laboratory Technician,4,5415,3,Yes,4,1,12,4,3,10,0,8
26,No,Travel_Frequently,11,2,1,3,2,Healthcare Representative,1,4741,1,Yes,3,1,5,3,3,5,3,3
37,No,Travel_Rarely,1,3,4,3,1,Research Scientist,4,2115,1,No,2,0,17,3,3,17,5,7
44,Yes,Travel_Frequently,24,3,4,3,1,Laboratory Technician,3,3161,3,Yes,4,1,19,0,1,1,0,0
38,No,Travel_Rarely,23,4,4,3,2,Healthcare Representative,4,5745,9,No,2,1,10,2,3,2,1,2
26,Yes,Travel_Rarely,16,4,1,3,1,Laboratory Technician,2,2373,2,Yes,4,1,5,2,3,3,0,2
28,No,Travel_Rarely,8,2,4,3,1,Research Scientist,4,3310,1,No,4,0,5,3,3,5,0,2
49,No,Travel_Frequently,10,4,3,3,5,Research Director,1,18665,9,Yes,4,0,22,4,3,3,1,2
36,No,Travel_Rarely,3,3,3,3,2,Research Scientist,2,4485,4,No,4,0,10,2,3,8,7,7
31,No,Travel_Frequently,5,3,4,3,1,Sales Representative,2,2789,1,No,3,1,2,5,2,2,2,2
26,Yes,Travel_Rarely,4,4,4,2,2,Sales Executive,4,5828,1,Yes,2,0,8,0,3,8,7,4
37,No,Travel_Frequently,9,3,2,3,1,Research Scientist,4,2326,1,Yes,3,3,4,3,2,4,1,2
42,No,Travel_Frequently,26,3,3,3,4,Sales Executive,2,13525,5,No,4,1,23,2,4,20,4,8
18,Yes,Travel_Rarely,3,3,3,3,1,Laboratory Technician,3,1420,1,No,3,0,0,2,3,0,0,0
35,No,Travel_Rarely,16,3,3,3,3,Sales Executive,2,8020,0,No,3,2,12,3,2,11,6,9
36,No,Travel_Frequently,18,4,3,4,1,Laboratory Technician,4,3688,4,No,4,2,4,2,3,1,0,0
51,No,Travel_Rarely,2,3,4,1,2,Manufacturing Director,2,5482,5,No,4,1,13,3,3,4,1,2
41,No,Travel_Rarely,2,4,4,3,4,Manager,2,16015,1,No,2,0,22,2,3,22,0,4
18,No,Travel_Rarely,10,3,4,2,1,Sales Representative,3,1200,1,No,1,0,0,2,3,0,0,0
28,No,Travel_Rarely,16,2,2,4,2,Healthcare Representative,1,5661,0,No,3,0,9,2,3,8,0,7
31,No,Travel_Rarely,7,3,2,4,2,Sales Executive,4,6929,4,No,2,1,10,3,2,8,7,7
39,No,Travel_Rarely,1,3,3,4,3,Healthcare Representative,4,9613,0,No,1,3,19,5,2,18,3,7
36,No,Non-Travel,24,4,2,3,2,Laboratory Technician,2,5674,7,No,3,1,11,3,3,9,0,8
32,No,Travel_Rarely,7,3,4,2,2,Sales Executive,3,5484,1,No,3,1,13,3,2,13,4,8
38,No,Travel_Rarely,25,2,1,2,3,Research Director,2,12061,3,No,3,1,19,2,3,10,0,1
58,No,Non-Travel,1,4,4,1,2,Healthcare Representative,3,5660,2,Yes,4,1,12,2,3,5,1,2
31,No,Travel_Rarely,5,4,3,3,1,Research Scientist,4,4821,0,Yes,3,1,6,4,3,5,0,3
31,No,Travel_Rarely,2,3,1,2,2,Human Resources,1,6410,3,No,4,0,9,1,3,2,1,0
45,No,Travel_Frequently,7,3,1,3,3,Laboratory Technician,1,5210,1,No,1,1,24,2,3,24,9,11
31,No,Travel_Rarely,2,4,3,3,1,Research Scientist,4,2695,0,Yes,2,1,3,2,1,2,2,2
33,No,Travel_Frequently,5,4,4,3,3,Manager,2,11878,6,No,2,2,12,2,3,10,8,8
39,No,Travel_Rarely,10,1,3,3,4,Manager,1,17068,1,Yes,4,0,21,3,3,21,11,10
43,No,Travel_Frequently,10,4,3,3,1,Laboratory Technician,4,2455,0,No,1,0,9,5,3,8,1,7
49,No,Travel_Rarely,1,2,3,2,4,Healthcare Representative,3,13964,7,Yes,4,0,25,2,3,7,0,7
52,Yes,Travel_Rarely,8,4,3,2,2,Research Scientist,2,4941,2,No,1,0,11,3,2,8,7,7
27,No,Travel_Rarely,5,3,3,3,1,Research Scientist,2,2478,1,Yes,2,0,4,2,2,4,1,2
32,No,Travel_Rarely,8,2,3,2,2,Sales Executive,2,5228,1,Yes,4,0,13,2,3,13,11,9
27,No,Travel_Rarely,2,3,4,3,2,Sales Executive,3,4478,1,Yes,1,0,5,3,3,5,0,4
31,No,Travel_Rarely,7,3,4,3,2,Sales Executive,4,7547,4,No,4,3,13,3,3,7,1,7
32,No,Travel_Rarely,2,4,1,4,2,Research Scientist,4,5055,7,No,3,0,10,0,2,7,0,7
28,Yes,Travel_Rarely,2,4,1,1,1,Research Scientist,4,3464,5,Yes,4,0,5,4,2,3,2,2
30,No,Travel_Rarely,28,2,4,3,2,Research Scientist,4,5775,1,No,4,2,11,2,3,10,1,9
31,No,Travel_Frequently,7,2,3,2,3,Manufacturing Director,3,8943,1,No,1,1,10,2,3,10,8,9
39,No,Travel_Frequently,7,2,3,2,5,Manager,4,19272,1,No,1,1,21,2,3,21,13,3
39,Yes,Travel_Rarely,3,2,4,3,2,Sales Executive,3,5238,4,Yes,1,0,12,3,2,1,0,0
33,No,Travel_Frequently,10,3,2,2,2,Sales Executive,4,4682,3,No,3,0,9,6,2,7,0,1
47,No,Travel_Rarely,5,5,4,3,5,Research Director,3,18300,4,No,2,1,21,2,3,3,1,1
43,No,Travel_Frequently,10,4,3,2,2,Laboratory Technician,3,5257,1,No,2,1,9,3,4,9,0,0
27,No,Non-Travel,1,1,3,3,2,Sales Executive,2,6349,0,Yes,4,1,6,0,3,5,1,4
54,No,Travel_Frequently,20,4,4,3,2,Research Scientist,3,4869,3,No,4,0,20,4,2,4,0,3
43,No,Travel_Rarely,7,3,3,3,3,Healthcare Representative,1,9985,8,No,1,1,10,1,2,1,0,0
45,No,Travel_Rarely,8,4,4,3,2,Research Scientist,4,3697,9,No,1,2,12,3,3,10,9,8
40,No,Travel_Rarely,1,2,2,1,2,Sales Executive,4,7457,2,Yes,3,3,6,2,2,4,0,2
29,Yes,Travel_Rarely,8,4,2,1,1,Laboratory Technician,1,2119,1,Yes,4,0,7,4,2,7,0,7
29,No,Travel_Rarely,9,5,2,2,1,Laboratory Technician,4,3983,0,No,3,0,4,2,3,3,2,2
30,No,Travel_Rarely,5,3,4,2,2,Sales Executive,3,6118,1,No,3,3,10,2,3,10,1,2
27,No,Travel_Rarely,8,4,2,3,2,Sales Executive,2,6214,1,No,1,1,8,3,3,8,0,7
37,No,Travel_Rarely,5,2,4,3,2,Manufacturing Director,4,6347,7,No,3,2,8,2,2,6,0,4
38,No,Travel_Rarely,15,2,3,2,3,Research Director,4,11510,0,Yes,2,1,12,3,3,11,2,9
31,No,Travel_Rarely,7,4,3,3,3,Manufacturing Director,4,7143,1,Yes,3,0,11,2,2,11,4,10
29,No,Travel_Rarely,10,1,4,2,2,Sales Executive,2,8268,1,Yes,1,2,7,2,3,7,1,7
35,No,Travel_Rarely,5,4,3,3,3,Manufacturing Director,2,8095,0,No,4,0,17,5,3,16,0,13
23,No,Travel_Rarely,26,1,3,3,1,Research Scientist,4,2904,1,No,3,2,4,2,2,4,0,2
41,No,Travel_Rarely,6,3,4,2,2,Manufacturing Director,2,6032,6,Yes,4,0,8,3,3,5,1,2
47,No,Travel_Frequently,4,1,2,3,2,Sales Representative,3,2976,3,No,1,0,5,3,3,0,0,0
42,No,Travel_Rarely,23,5,1,3,4,Research Director,4,15992,2,No,2,0,16,2,3,1,0,0
29,No,Non-Travel,2,3,4,3,2,Sales Executive,3,4649,1,No,1,1,4,3,2,4,0,2
42,No,Travel_Rarely,2,1,3,3,1,Human Resources,3,2696,0,Yes,3,1,4,5,3,3,1,0
32,No,Travel_Rarely,2,3,3,3,1,Laboratory Technician,2,2370,1,No,3,1,8,4,3,8,0,7
48,No,Travel_Rarely,29,1,1,3,3,Manager,3,12504,3,No,2,1,15,3,1,0,0,0
37,No,Travel_Rarely,6,3,3,4,2,Research Scientist,1,5974,4,Yes,1,2,13,2,3,7,6,7
30,No,Non-Travel,25,2,4,3,2,Sales Executive,3,4736,7,Yes,2,1,4,2,4,2,2,2
26,No,Travel_Rarely,1,3,3,3,2,Sales Executive,3,5296,1,No,2,1,8,3,3,8,7,7
42,No,Travel_Rarely,2,4,1,2,2,Healthcare Representative,4,6781,3,No,2,0,14,6,3,1,0,0
21,Yes,Travel_Frequently,1,1,1,2,1,Sales Representative,2,2174,1,Yes,3,0,3,3,3,3,1,2
36,No,Non-Travel,1,5,4,3,2,Sales Executive,4,6653,4,No,2,0,7,6,3,1,0,0
36,No,Travel_Frequently,3,4,1,2,3,Sales Executive,4,9699,4,No,1,1,16,2,3,13,1,12
57,No,Travel_Rarely,1,4,4,3,2,Healthcare Representative,3,6755,2,No,3,0,15,2,3,3,1,2
40,No,Travel_Rarely,10,4,4,4,1,Laboratory Technician,3,2213,3,Yes,3,1,10,3,3,7,1,7
21,No,Non-Travel,9,2,1,3,1,Sales Representative,4,2610,1,No,3,0,3,3,2,3,2,2
33,Yes,Travel_Rarely,5,3,4,3,1,Sales Representative,3,2851,1,Yes,2,0,1,2,3,1,0,0
37,No,Travel_Rarely,10,3,3,3,1,Laboratory Technician,1,3452,6,No,2,1,17,3,3,5,0,3
46,No,Non-Travel,7,4,3,3,2,Manufacturing Director,3,5258,2,No,3,0,7,2,4,1,0,0
41,Yes,Travel_Frequently,4,3,1,3,2,Sales Executive,2,9355,1,No,3,0,8,5,3,8,7,7
50,No,Travel_Rarely,10,3,4,2,3,Healthcare Representative,4,10496,6,No,4,0,20,2,3,4,1,3
40,Yes,Travel_Rarely,22,2,3,2,2,Sales Executive,3,6380,2,Yes,1,2,8,6,3,6,1,0
31,No,Travel_Rarely,9,4,3,2,1,Research Scientist,2,2657,0,Yes,4,0,3,5,3,2,2,2
21,Yes,Travel_Rarely,12,3,3,4,1,Sales Representative,2,2716,1,No,4,0,1,0,3,1,0,0
29,No,Travel_Rarely,23,3,4,3,1,Research Scientist,4,2201,9,No,4,0,6,4,3,3,1,2
35,No,Travel_Rarely,9,4,3,2,2,Healthcare Representative,2,6540,9,No,3,0,10,5,3,1,0,0
27,No,Travel_Rarely,1,2,4,3,1,Laboratory Technician,2,3816,1,No,2,1,5,2,3,5,0,4
28,No,Travel_Rarely,9,4,2,3,2,Sales Executive,4,5253,1,No,4,0,7,1,3,7,0,7
49,No,Travel_Rarely,7,3,2,2,3,Healthcare Representative,3,10965,8,No,3,0,26,2,3,5,0,0
51,No,Travel_Rarely,14,2,3,3,2,Sales Executive,4,4936,4,No,3,1,18,2,2,7,0,7
36,No,Travel_Rarely,2,3,4,3,1,Research Scientist,3,2543,4,No,2,1,6,3,3,2,2,2
34,Yes,Non-Travel,19,3,1,4,2,Sales Executive,4,5304,8,Yes,2,0,9,3,2,5,0,4
55,No,Travel_Rarely,2,3,3,3,4,Manager,4,16659,2,Yes,3,0,30,2,3,5,1,2
24,No,Travel_Rarely,10,4,4,3,2,Sales Executive,3,4260,1,Yes,4,1,5,2,4,5,0,3
30,No,Travel_Rarely,2,1,3,3,1,Sales Representative,2,2476,1,No,1,1,1,3,3,1,0,0
26,Yes,Travel_Frequently,3,1,3,3,1,Research Scientist,1,3102,0,No,3,0,7,2,3,6,0,4
22,No,Travel_Rarely,11,3,1,3,1,Research Scientist,2,2244,1,No,4,1,2,1,3,2,1,2
36,No,Travel_Rarely,2,2,2,2,3,Sales Executive,3,7596,1,No,2,2,10,2,3,10,9,0
30,Yes,Travel_Frequently,4,3,3,3,1,Research Scientist,4,2285,9,Yes,3,0,3,4,3,1,0,0
37,No,Travel_Rarely,14,3,4,3,1,Laboratory Technician,1,3034,1,No,3,1,18,2,2,18,12,17
40,No,Travel_Rarely,2,2,4,3,2,Sales Executive,2,5715,7,No,3,2,8,5,3,5,1,3
42,No,Travel_Rarely,1,4,2,3,1,Laboratory Technician,1,2576,3,No,2,1,8,5,3,5,1,2
37,No,Travel_Rarely,10,4,3,3,2,Manufacturing Director,2,4197,2,Yes,4,0,18,2,2,1,0,1
43,No,Travel_Rarely,12,3,1,2,4,Research Director,2,14336,1,No,3,1,25,3,3,25,3,9
40,No,Travel_Rarely,2,3,2,2,2,Laboratory Technician,3,3448,6,No,2,1,20,3,3,1,0,0
54,No,Travel_Rarely,5,2,1,3,5,Research Director,1,19406,4,No,3,1,24,4,2,4,1,2
34,No,Non-Travel,4,4,3,3,2,Sales Executive,3,6538,9,No,1,1,6,3,3,3,1,2
31,No,Travel_Rarely,7,2,2,3,2,Manufacturing Director,1,4306,1,No,2,1,13,5,1,13,3,12
43,No,Travel_Frequently,21,3,4,3,1,Laboratory Technician,4,2258,7,No,1,1,8,1,3,3,1,2
43,No,Travel_Rarely,8,4,3,3,2,Healthcare Representative,3,4522,4,Yes,4,0,8,3,3,5,0,2
25,No,Travel_Rarely,4,2,2,2,2,Sales Executive,4,4487,1,Yes,2,0,5,3,3,5,1,3
37,No,Non-Travel,25,5,2,3,2,Research Scientist,3,4449,3,Yes,1,2,15,2,3,13,10,7
31,No,Travel_Rarely,1,2,4,2,1,Laboratory Technician,1,2218,1,No,3,1,4,3,3,4,3,2
39,No,Travel_Frequently,1,1,2,3,5,Manager,3,19197,1,Yes,3,1,21,3,3,21,1,6
56,No,Travel_Frequently,6,3,3,4,4,Sales Executive,1,13212,9,No,4,3,36,0,2,7,7,7
30,No,Travel_Rarely,12,3,2,3,2,Sales Executive,3,6577,0,No,2,0,6,6,3,5,4,4
41,No,Travel_Rarely,1,3,2,4,3,Sales Executive,1,8392,1,No,3,1,10,2,3,10,0,7
28,No,Travel_Rarely,17,2,3,3,2,Laboratory Technician,1,4558,1,No,4,1,10,2,3,10,1,8
25,Yes,Travel_Rarely,3,3,1,3,1,Laboratory Technician,1,4031,5,No,3,1,6,5,3,2,0,2
52,No,Travel_Rarely,3,3,4,2,3,Manufacturing Director,3,7969,2,Yes,3,0,28,4,3,5,0,4
45,No,Travel_Rarely,10,2,1,3,1,Research Scientist,4,2654,3,No,4,2,8,3,2,2,0,2
52,No,Travel_Rarely,4,2,4,3,4,Manager,4,16555,2,No,4,0,31,2,1,5,1,4
42,No,Travel_Frequently,29,2,1,3,2,Research Scientist,3,4556,2,No,2,1,19,3,3,5,0,2
30,No,Travel_Rarely,2,3,3,1,2,Manufacturing Director,4,6091,2,No,3,0,11,2,3,5,0,2
60,No,Travel_Rarely,7,3,1,3,5,Manager,1,19566,5,No,4,0,33,5,1,29,11,10
46,No,Travel_Rarely,18,3,3,3,2,Manufacturing Director,3,4810,2,No,3,1,19,5,2,10,0,8
42,No,Travel_Frequently,28,4,4,2,2,Healthcare Representative,4,4523,0,No,4,3,7,4,4,6,0,4
24,Yes,Travel_Rarely,1,1,1,3,1,Sales Representative,2,3202,1,Yes,2,0,6,4,3,5,1,4
34,Yes,Travel_Frequently,6,2,4,1,1,Sales Representative,3,2351,0,No,4,1,3,3,2,2,1,0
38,No,Travel_Frequently,2,2,4,3,1,Laboratory Technician,4,1702,1,Yes,3,1,1,3,3,1,0,0
40,No,Travel_Rarely,2,4,3,3,5,Manager,3,18041,0,No,4,0,21,2,3,20,1,12
26,No,Travel_Rarely,23,3,1,3,1,Research Scientist,4,2886,1,No,2,2,3,3,1,3,0,2
30,No,Non-Travel,3,3,3,3,1,Laboratory Technician,4,2097,4,No,3,1,9,3,1,5,1,4
29,No,Travel_Rarely,3,4,2,2,3,Research Director,3,11935,1,No,3,0,10,2,3,10,0,7
29,Yes,Travel_Rarely,25,5,3,2,1,Research Scientist,2,2546,5,No,2,0,6,2,4,2,1,1
19,Yes,Travel_Rarely,2,2,1,2,1,Human Resources,4,2564,1,No,3,0,1,3,4,1,0,0
30,No,Non-Travel,22,4,3,3,3,Sales Executive,1,8412,0,No,3,0,10,3,3,9,7,8
57,No,Travel_Rarely,29,3,1,2,4,Manager,4,14118,3,No,3,1,32,3,2,1,0,0
50,No,Travel_Rarely,29,4,2,2,4,Manager,3,17046,0,No,2,1,28,2,3,27,15,7
30,No,Non-Travel,2,3,3,3,1,Laboratory Technician,4,2564,0,No,3,0,12,2,2,11,6,7
60,No,Travel_Frequently,28,3,3,2,3,Sales Executive,1,10266,4,No,4,0,22,5,4,18,13,11
47,No,Travel_Rarely,2,2,1,3,2,Manufacturing Director,4,5070,5,No,3,3,20,2,3,5,0,4
46,No,Travel_Rarely,2,3,1,3,4,Research Director,3,17861,6,No,3,0,26,2,1,3,0,1
35,No,Travel_Rarely,22,3,4,1,1,Laboratory Technician,3,4230,0,No,3,0,6,2,3,5,4,3
54,No,Travel_Rarely,8,4,3,3,2,Laboratory Technician,3,3780,7,No,3,0,19,3,3,1,0,0
34,No,Travel_Rarely,2,4,4,2,1,Research Scientist,3,2768,3,No,3,1,14,3,3,7,5,7
46,No,Travel_Rarely,10,3,3,2,3,Sales Executive,4,9071,2,Yes,3,1,15,3,3,3,1,2
31,No,Travel_Rarely,9,1,3,3,3,Manufacturing Director,2,10648,1,No,4,1,13,6,4,13,0,8
33,Yes,Travel_Rarely,15,1,2,3,3,Manager,3,13610,7,Yes,4,0,15,2,4,7,7,7
33,Yes,Travel_Rarely,10,1,1,1,1,Laboratory Technician,4,3408,7,No,1,3,8,2,3,4,1,3
30,No,Travel_Rarely,7,1,4,3,1,Sales Representative,2,2983,0,No,1,0,4,3,3,3,1,2
35,No,Travel_Rarely,16,3,4,3,3,Healthcare Representative,3,7632,4,Yes,3,0,10,2,3,8,0,0
31,Yes,Travel_Frequently,20,3,1,3,3,Healthcare Representative,3,9824,3,No,1,0,12,2,3,1,0,0
34,Yes,Travel_Frequently,23,3,2,3,3,Human Resources,1,9950,9,Yes,3,3,11,2,3,3,0,2
42,No,Travel_Frequently,5,2,2,3,1,Laboratory Technician,3,2093,4,No,4,1,8,4,3,2,2,0
36,No,Non-Travel,10,4,2,3,3,Sales Executive,4,9980,1,No,4,0,10,3,2,10,9,7
22,Yes,Travel_Frequently,4,1,3,2,1,Laboratory Technician,3,3894,5,No,3,0,4,3,3,2,1,2
48,No,Travel_Rarely,2,5,2,3,2,Sales Executive,4,4051,2,No,1,1,14,2,3,9,6,7
55,No,Travel_Rarely,18,5,1,3,4,Manager,2,16835,3,No,4,0,37,2,3,10,7,7
41,No,Non-Travel,10,2,4,3,2,Sales Executive,4,6230,7,No,4,0,16,3,3,14,1,10
35,No,Travel_Rarely,1,3,2,3,2,Sales Executive,3,4717,9,No,3,0,15,2,3,11,6,9
40,No,Travel_Rarely,6,3,2,3,4,Manufacturing Director,3,13237,7,No,3,0,22,3,3,20,5,13
39,No,Travel_Frequently,8,1,3,3,1,Laboratory Technician,3,3755,1,No,1,1,8,3,3,8,0,7
31,No,Travel_Rarely,2,1,2,3,2,Sales Executive,4,6582,4,Yes,3,0,10,2,4,6,0,5
42,No,Travel_Rarely,24,3,4,3,3,Manufacturing Director,1,7406,1,Yes,4,1,10,5,2,10,5,8
45,No,Travel_Rarely,2,3,4,3,2,Sales Executive,2,4805,0,No,2,1,9,3,4,8,3,7
26,Yes,Travel_Frequently,17,4,2,3,1,Human Resources,3,2741,0,Yes,2,1,8,2,2,7,1,0
29,No,Travel_Rarely,19,3,4,3,2,Manufacturing Director,4,4262,4,No,2,2,8,2,4,3,1,2
33,No,Travel_Rarely,1,5,1,4,4,Research Director,3,16184,4,No,3,1,10,2,3,6,0,5
31,No,Travel_Rarely,7,3,3,2,3,Manager,4,11557,9,No,3,1,10,3,2,5,0,1
18,Yes,Travel_Frequently,5,3,2,3,1,Sales Representative,2,1878,1,Yes,4,0,0,3,3,0,0,0
40,No,Non-Travel,28,3,3,1,3,Sales Executive,1,10932,3,No,3,1,20,2,3,1,0,1
41,No,Non-Travel,2,4,1,2,2,Healthcare Representative,3,6811,2,Yes,1,0,10,3,3,8,0,7
26,No,Travel_Rarely,29,2,1,3,2,Sales Executive,3,4306,5,No,1,2,8,5,3,0,0,0
35,No,Travel_Rarely,1,3,1,3,2,Sales Executive,3,4859,1,No,4,0,5,3,3,5,0,3
34,No,Travel_Rarely,21,4,4,4,2,Sales Executive,4,5337,1,No,4,0,10,3,3,10,5,7
26,Yes,Travel_Rarely,24,3,3,1,1,Laboratory Technician,4,2340,1,Yes,2,0,1,3,1,1,0,0
37,No,Travel_Rarely,1,3,2,3,3,Manufacturing Director,4,7491,4,No,4,0,12,3,4,6,1,2
46,No,Travel_Frequently,18,1,1,3,3,Healthcare Representative,3,10527,5,No,4,0,28,3,2,2,1,2
41,No,Travel_Rarely,2,5,2,3,4,Manager,1,16595,7,No,2,1,22,2,3,18,11,8
37,No,Non-Travel,9,4,1,3,3,Sales Executive,2,8834,1,No,4,1,9,6,3,9,7,7
52,No,Travel_Rarely,6,2,4,3,2,Research Scientist,1,5577,3,Yes,2,2,18,3,3,10,6,9
32,Yes,Non-Travel,11,4,4,4,2,Sales Executive,3,4707,8,No,4,0,6,2,3,4,1,2
24,No,Travel_Frequently,24,3,4,3,1,Sales Representative,4,2400,0,No,3,2,3,3,3,2,2,1
38,No,Travel_Rarely,10,3,3,3,2,Healthcare Representative,3,9824,3,No,3,1,18,4,3,1,0,0
37,No,Travel_Rarely,1,4,2,3,2,Manufacturing Director,2,6447,6,No,2,1,8,2,2,6,4,3
49,No,Travel_Rarely,18,4,4,2,5,Research Director,3,19502,1,Yes,3,1,31,5,3,31,0,9
24,No,Travel_Rarely,23,3,2,4,1,Research Scientist,4,2725,1,Yes,2,2,6,3,3,6,1,4
26,No,Travel_Rarely,28,2,1,3,2,Sales Executive,2,6272,1,No,4,2,6,5,4,5,1,4
24,No,Travel_Rarely,17,2,4,2,1,Laboratory Technician,2,2127,1,No,4,1,1,2,3,1,0,0
50,No,Travel_Frequently,3,3,1,3,5,Manager,2,18200,1,No,3,1,32,2,3,32,10,7
25,No,Travel_Rarely,13,1,2,3,1,Sales Representative,3,2096,1,No,3,0,7,1,3,7,0,6
24,Yes,Travel_Frequently,7,3,1,3,1,Laboratory Technician,3,2886,1,Yes,4,1,6,4,3,6,1,2
30,Yes,Travel_Frequently,12,4,2,2,1,Sales Representative,1,2033,1,No,3,1,1,2,4,1,0,0
34,No,Travel_Rarely,1,2,2,2,1,Research Scientist,4,3622,1,Yes,4,1,6,3,3,6,1,3
31,Yes,Travel_Rarely,13,4,2,3,2,Sales Executive,1,4233,2,No,3,0,9,2,1,3,1,2
35,No,Travel_Rarely,25,2,1,2,2,Laboratory Technician,4,3681,4,No,4,0,9,3,3,3,0,2
31,No,Travel_Rarely,6,4,1,4,2,Sales Executive,4,5460,4,No,4,2,13,4,4,7,5,7
27,No,Travel_Rarely,6,4,1,2,1,Research Scientist,3,2187,0,No,3,2,6,5,2,5,0,3
37,No,Travel_Rarely,2,3,4,3,2,Sales Executive,3,9602,4,Yes,3,1,17,3,2,3,1,0
20,No,Travel_Rarely,1,3,4,2,1,Research Scientist,2,2836,1,No,4,0,1,0,4,1,0,0
42,No,Travel_Rarely,2,4,3,3,2,Healthcare Representative,4,4089,1,No,2,2,10,4,3,10,2,2
