BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YSLP,YINCR,YWCM,YearsPerCompany,TenureGroup
Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,Laboratory Technician,4,Single,0,No,19,3,1,5,3,0.111111111,0.777777778,0.777777778,9,TG2
Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,Healthcare Representative,3,Single,7,Yes,12,3,4,2,3,0,0.04,0.28,3.125,TG1
Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,Research Scientist,2,Married,2,No,15,3,1,3,2,0.636363636,0.181818182,0.636363636,3.666666667,TG2
Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,Sales Executive,2,Married,1,Yes,11,3,4,2,3,0.846153846,0.923076923,0.692307692,6.5,TG3
Travel_Rarely,Sales,7,3,Marketing,4,Male,3,Sales Executive,4,Divorced,4,No,12,3,4,3,3,0.076923077,0.538461538,0.538461538,2.6,TG1
Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,Research Scientist,4,Single,7,No,16,3,3,0,2,0,0.7,0.7,1.25,TG1
Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Research Scientist,4,Married,5,Yes,13,3,4,4,2,0.4,0.4,0.4,0.833333333,TG1
Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,Research Scientist,4,Married,1,No,13,3,4,2,3,0.090909091,0.727272727,0.818181818,5.5,TG2
Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,Manufacturing Director,3,Married,1,No,24,4,1,2,3,0.8,0.9,0.9,5,TG2
Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,Manager,4,Married,1,No,15,3,1,2,3,0.619047619,0.428571429,0.142857143,10.5,TG3
Travel_Rarely,Sales,3,2,Medical,4,Female,3,Sales Executive,3,Married,4,Yes,18,3,1,3,2,0,0,0,2.4,TG1
Travel_Frequently,Sales,10,3,Marketing,2,Male,2,Sales Executive,4,Single,3,No,14,3,3,6,2,0,0.777777778,0.111111111,2.25,TG1
Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,Laboratory Technician,3,Divorced,1,No,11,3,2,3,4,0,0.777777778,0,4.5,TG2
Travel_Rarely,Research & Development,8,4,Other,4,Male,3,Research Scientist,4,Married,9,No,14,3,1,3,3,0.75,0.75,0.666666667,1.2,TG2
Travel_Rarely,Research & Development,8,4,Other,2,Male,1,Laboratory Technician,1,Married,1,Yes,11,3,4,4,2,0,1,1,3.5,TG1
Travel_Rarely,Sales,5,3,Marketing,4,Female,2,Sales Executive,3,Divorced,1,No,13,3,3,2,3,0.1,0.9,0.2,5,TG2
Travel_Rarely,Sales,8,4,Marketing,2,Female,3,Sales Executive,2,Married,1,No,18,3,1,3,3,0,0.875,0.875,4,TG2
Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,Research Director,4,Divorced,0,Yes,14,3,2,3,3,0.166666667,0.833333333,0.75,12,TG3
Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,Manufacturing Director,4,Single,1,Yes,14,3,3,2,2,0.363636364,0.818181818,0.909090909,5.5,TG3
Travel_Rarely,Sales,10,1,Marketing,4,Female,2,Sales Executive,2,Divorced,1,Yes,14,3,1,2,3,0.142857143,1,1,3.5,TG1
Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,Manufacturing Director,2,Single,0,No,13,3,4,5,3,0,0.352941176,0.764705882,17,TG3
Travel_Rarely,Research & Development,2,3,Medical,3,Female,3,Laboratory Technician,2,Married,1,No,13,3,3,4,3,0,0,0.875,4,TG2
Travel_Rarely,Research & Development,6,3,Medical,3,Male,4,Research Scientist,1,Divorced,4,Yes,13,3,1,2,3,0.461538462,0.538461538,0.538461538,2.6,TG1
Travel_Rarely,Sales,1,3,Life Sciences,3,Male,3,Sales Executive,3,Married,1,No,17,3,2,3,3,0.875,0.875,0.875,4,TG2
Travel_Frequently,Sales,1,1,Technical Degree,1,Female,2,Sales Representative,2,Single,1,Yes,11,3,3,3,3,0.333333333,0.666666667,0.666666667,1.5,TG1
Travel_Frequently,Sales,3,4,Medical,1,Male,2,Sales Executive,4,Married,4,No,11,3,1,2,3,0.0625,0.5625,0.75,3.2,TG3
Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,4,Laboratory Technician,3,Married,3,Yes,13,3,3,3,3,0.1,0.7,0.7,2.5,TG1
Travel_Rarely,Sales,5,3,Marketing,4,Female,3,Sales Representative,3,Single,1,Yes,13,3,2,2,3,0,0,0,0.5,TG1
Travel_Frequently,Sales,4,3,Marketing,1,Male,3,Sales Executive,2,Single,1,No,18,3,3,5,3,0.875,0.875,0.875,4,TG2
Travel_Rarely,Sales,22,2,Marketing,3,Male,2,Sales Executive,3,Married,2,Yes,12,3,1,6,3,0.125,0.5,0,2.666666667,TG1
Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,Sales Representative,2,Single,1,No,15,3,4,0,3,0,0,0,0.5,TG1
Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,Sales Executive,4,Single,1,No,16,3,4,1,3,0,0.714285714,1,3.5,TG1
Travel_Rarely,Sales,14,2,Life Sciences,3,Female,3,Sales Executive,4,Married,4,No,11,3,3,2,2,0,0.388888889,0.388888889,3.6,TG1
Non-Travel,Sales,19,3,Marketing,1,Male,4,Sales Executive,4,Single,8,Yes,13,3,2,3,2,0,0.222222222,0.444444444,1,TG1
Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,Research Scientist,1,Single,0,No,22,4,3,2,3,0,0.571428571,0.571428571,7,TG1
Travel_Rarely,Sales,2,2,Medical,2,Male,2,Sales Executive,3,Married,1,No,13,3,2,2,3,0.9,0.9,0,5,TG2
Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,3,Research Scientist,4,Single,9,Yes,23,4,3,4,3,0,0,0,0.3,TG1
Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,3,Laboratory Technician,1,Divorced,1,No,12,3,3,2,2,0.666666667,0.388888889,0.944444444,9,TG3
Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,2,Research Director,2,Divorced,1,No,11,3,3,3,3,0.12,0.4,0.36,12.5,TG3
Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,Manufacturing Director,1,Married,1,No,12,3,2,5,1,0.230769231,0.769230769,0.923076923,6.5,TG3
Non-Travel,Research & Development,25,5,Medical,2,Female,3,Research Scientist,3,Married,3,Yes,15,3,1,2,3,0.666666667,0.733333333,0.466666667,3.75,TG3
Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,3,Manager,3,Divorced,1,Yes,14,3,3,3,3,0.047619048,0.380952381,0.285714286,10.5,TG3
Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,Sales Executive,1,Married,9,No,11,3,4,0,2,0.194444444,0.194444444,0.194444444,3.6,TG1
Travel_Rarely,Sales,1,3,Marketing,2,Male,4,Sales Executive,1,Married,1,No,16,3,3,2,3,0,0.7,0.7,5,TG2
Travel_Rarely,Research & Development,17,2,Medical,3,Male,3,Laboratory Technician,1,Divorced,1,No,12,3,4,2,3,0.1,0,0.8,5,TG2
Travel_Rarely,Research & Development,3,3,Medical,1,Male,3,Laboratory Technician,1,Married,5,No,13,3,3,5,3,0,0.333333333,0.333333333,1,TG1
Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Manager,1,Married,5,No,11,3,4,5,1,0.333333333,0.242424242,0.303030303,5.5,TG3
Travel_Rarely,Research & Development,18,3,Medical,3,Female,3,Manufacturing Director,3,Divorced,2,No,14,3,3,5,2,0,0.368421053,0.421052632,6.333333333,TG2
Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,Sales Representative,2,Single,1,Yes,16,3,2,4,3,0.166666667,0.5,0.666666667,3,TG1
Travel_Frequently,Sales,6,2,Marketing,4,Female,1,Sales Representative,3,Divorced,0,No,16,3,4,3,2,0.333333333,0.666666667,0,3,TG1
Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Manager,3,Married,0,No,14,3,4,2,3,0.047619048,0.714285714,0.571428571,21,TG3
Travel_Rarely,Research & Development,3,4,Medical,2,Male,2,Research Director,3,Married,1,No,18,3,3,2,3,0,0.2,0.7,5,TG2
Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,2,Research Scientist,2,Married,5,No,16,3,2,2,4,0.166666667,0.333333333,0.166666667,1,TG1
Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,Human Resources,4,Single,1,No,12,3,3,3,4,0,0,0,0.5,TG1
Non-Travel,Sales,22,4,Other,3,Female,3,Sales Executive,1,Married,0,No,11,3,3,3,3,0.7,0.8,0.8,10,TG2
Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,2,Manager,3,Married,0,No,15,3,2,2,3,0.535714286,0.357142857,0.25,28,TG3
Non-Travel,Research & Development,2,3,Medical,3,Female,3,Laboratory Technician,4,Single,0,No,14,3,3,2,2,0.5,0.583333333,0.583333333,12,TG3
Travel_Frequently,Sales,28,3,Marketing,3,Female,2,Sales Executive,1,Married,4,No,19,3,4,5,4,0.590909091,0.590909091,0.5,4.4,TG3
Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,Research Scientist,3,Divorced,3,No,12,3,3,3,3,0.357142857,0.214285714,0.5,3.5,TG1
Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,1,No,25,4,4,6,4,0,0.615384615,0.615384615,6.5,TG3
Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,Manager,3,Married,7,Yes,12,3,4,2,4,0.466666667,0.4,0.466666667,1.875,TG1
Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,7,No,13,3,1,2,3,0.125,0.375,0.375,1,TG1
Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married,4,Yes,12,3,3,2,3,0,0.7,0,2,TG2
Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,3,No,12,3,1,2,3,0,0,0,3,TG1
Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,Human Resources,1,Divorced,9,Yes,15,3,3,2,3,0,0.181818182,0.181818182,1.1,TG1
Non-Travel,Sales,10,4,Medical,2,Male,3,Sales Executive,4,Single,1,No,14,3,4,3,2,0.9,0.3,0.7,5,TG2
Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,Laboratory Technician,3,Single,5,No,16,3,3,3,3,0.25,0.5,0.5,0.666666667,TG1
Travel_Rarely,Sales,2,5,Marketing,2,Female,3,Sales Executive,4,Married,2,No,14,3,1,2,3,0.428571429,0.5,0.5,4.666666667,TG2
Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,Manager,2,Single,3,No,23,4,4,2,3,0.189189189,0.243243243,0.189189189,9.25,TG2
Non-Travel,Sales,10,2,Life Sciences,4,Male,3,Sales Executive,4,Single,7,No,14,3,4,3,3,0.0625,0.1875,0.625,2,TG3
Travel_Rarely,Sales,1,3,Marketing,2,Male,3,Sales Executive,3,Married,9,No,11,3,3,2,3,0.4,0.6,0.6,1.5,TG3
Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,3,Single,7,No,15,3,3,3,3,0.227272727,0.272727273,0.590909091,2.75,TG3
Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,Laboratory Technician,3,Married,1,No,11,3,1,3,3,0,0.375,0.875,4,TG2
Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,1,Yes,21,4,4,5,2,0.5,0.9,0.8,5,TG2
Travel_Rarely,Sales,2,3,Other,4,Male,3,Sales Executive,2,Married,0,No,19,3,2,3,4,0.333333333,0.777777778,0.777777778,9,TG2
Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,Human Resources,3,Divorced,0,Yes,11,3,2,2,2,0.125,0.875,0,8,TG1
Non-Travel,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,2,Yes,17,3,1,3,3,0,0.7,0.7,3.333333333,TG2
Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,Sales Executive,4,Single,1,No,12,3,4,3,3,0.5,0.7,0.7,5,TG2
Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,1,Yes,18,3,2,3,1,0,0,0,0.5,TG1
Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,Manager,1,Married,7,No,16,3,2,2,3,0.5,0.727272727,0.363636364,2.75,TG3
Non-Travel,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,1,No,13,3,4,6,3,0.777777778,0.555555556,0.777777778,4.5,TG2
Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,Research Scientist,1,Divorced,3,Yes,12,3,2,3,3,0.333333333,0.5,0.5,4.5,TG2
Non-Travel,Sales,11,4,Other,4,Male,4,Sales Executive,3,Married,8,No,12,3,4,2,3,0.166666667,0.333333333,0.333333333,0.666666667,TG1
Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,Research Director,3,Divorced,1,Yes,17,3,3,5,3,0,0.290322581,0.290322581,15.5,TG3
Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,Manager,2,Married,1,No,11,3,3,2,3,0.3125,0.15625,0.21875,16,TG3
Travel_Rarely,Sales,13,1,Medical,2,Male,3,Sales Representative,3,Married,1,No,11,3,3,1,3,0,0.571428571,0.857142857,3.5,TG1
Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,3,Married,1,Yes,16,3,4,4,3,0.166666667,0.5,0.333333333,3,TG1
Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,Sales Representative,1,Married,1,No,18,3,3,2,4,0,0,0,0.5,TG1
Travel_Rarely,Sales,13,4,Medical,2,Male,3,Sales Executive,1,Divorced,2,No,17,3,3,2,1,0.111111111,0.111111111,0.222222222,3,TG1
Travel_Rarely,Sales,6,4,Medical,1,Male,4,Sales Executive,4,Divorced,4,No,22,4,4,4,4,0.384615385,0.538461538,0.538461538,2.6,TG1
Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,Healthcare Representative,4,Married,1,No,13,3,2,4,3,0.2,0.2,0.2,5,TG2
Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,Laboratory Technician,3,Divorced,3,Yes,13,3,2,3,3,0.4,0.7,0.7,2.5,TG2
Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,Sales Representative,3,Divorced,1,Yes,18,3,4,3,3,0,0.25,0.75,4,TG2
Travel_Rarely,Sales,2,1,Marketing,3,Male,3,Sales Representative,1,Divorced,0,No,11,3,2,3,3,0,0.6,0.4,5,TG1
Travel_Rarely,Sales,1,1,Medical,4,Female,3,Sales Executive,1,Single,7,No,20,4,4,2,4,0.444444444,0.388888889,0.555555556,2.25,TG3
Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,Research Scientist,4,Married,1,No,12,3,4,4,2,0.8,0.9,0.8,5,TG2
Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,Sales Executive,1,Married,2,No,14,3,4,4,3,0,0.2,0,1.666666667,TG1
Travel_Rarely,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,1,No,15,3,3,2,3,0.7,0.7,0.8,5,TG2
Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,Research Scientist,4,Single,1,No,13,3,2,3,3,0.647058824,0.647058824,0.470588235,8.5,TG3
Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,3,No,23,4,3,2,1,0.266666667,0.733333333,0.466666667,3.75,TG3
Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,2,No,15,3,3,1,4,0.4375,0.4375,0.0625,5.333333333,TG2
Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,Research Scientist,3,Single,1,Yes,11,3,4,5,3,1,0,1,0.5,TG1
Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,1,Single,1,Yes,11,3,1,3,3,0.9,0.8,0.7,5,TG2
Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,0,No,20,4,1,2,3,0,0.875,0.625,8,TG1
Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,1,No,18,3,4,5,3,0.2,0.7,0.8,5,TG2
Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,Laboratory Technician,3,Married,1,Yes,11,3,3,3,3,0.15,0.4,0.4,10,TG3
Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,Healthcare Representative,2,Single,1,No,14,3,2,3,4,0.777777778,0.777777778,0.777777778,4.5,TG2
Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,Sales Executive,3,Single,9,No,14,3,1,3,3,0.5,0.5,0,0.4,TG1
Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,1,No,11,3,1,4,3,0.55,0.35,0.5,10,TG3
Travel_Rarely,Sales,10,3,Marketing,4,Male,3,Sales Executive,4,Single,1,No,12,3,4,2,2,0,0.7,0.8,5,TG2
Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,Sales Executive,3,Married,3,Yes,14,3,1,4,3,0.055555556,0.166666667,0.166666667,4.5,TG1
Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,Healthcare Representative,4,Single,0,No,13,3,3,4,2,0.1,0.7,0.8,10,TG2
Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,1,No,11,3,4,3,3,0,0.777777778,0.777777778,4.5,TG2
Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,3,No,15,3,4,6,3,0.7,0.7,0.7,2.5,TG1
Travel_Rarely,Sales,14,4,Marketing,4,Male,3,Sales Executive,1,Single,2,No,12,3,4,2,3,0.05,0.35,0.35,6.666666667,TG1
Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,Sales Executive,1,Married,5,Yes,21,4,3,2,3,0.05,0.65,0.6,3.333333333,TG3
Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,Manager,4,Divorced,3,No,15,3,2,2,2,0.52173913,0.260869565,0.260869565,5.75,TG3
Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced,1,No,21,4,3,4,2,0.111111111,0.777777778,0.777777778,4.5,TG2
Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,Manager,3,Married,1,No,12,3,2,3,3,0.090909091,0.318181818,0.454545455,11,TG3
Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,2,Single,7,Yes,13,3,4,4,3,0.3,0.7,0.7,1.25,TG1
Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,Research Director,1,Married,9,No,14,3,1,2,3,0,0.7,0.5,1,TG2
Travel_Frequently,Sales,3,3,Medical,4,Female,3,Sales Executive,3,Divorced,9,Yes,12,3,4,2,2,0.392857143,0.071428571,0.464285714,2.8,TG3
Travel_Rarely,Sales,27,5,Marketing,3,Male,3,Sales Executive,4,Divorced,7,No,23,4,4,2,2,0.7,0.7,0.7,1.25,TG2
Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,Research Scientist,3,Divorced,6,Yes,12,3,4,2,3,0.285714286,0.285714286,0.285714286,1,TG1
Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,Human Resources,2,Married,9,No,15,3,3,3,1,0.25,0.25,0.5,1.2,TG2
Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,Healthcare Representative,4,Married,7,No,11,3,3,1,2,0.033333333,0.233333333,0.033333333,3.75,TG2
Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,Healthcare Representative,1,Single,8,No,19,3,1,2,1,0,0.666666667,0.777777778,1,TG1
Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married,1,No,15,3,4,2,3,0.4,0.8,0.7,5,TG2
Travel_Rarely,Sales,3,4,Marketing,3,Male,2,Manager,1,Married,1,No,11,3,1,3,4,0.029411765,0.176470588,0.470588235,17,TG3
Travel_Rarely,Research & Development,1,4,Other,4,Male,3,Research Scientist,4,Single,1,Yes,13,3,3,2,2,0.7,0.9,0.8,5,TG2
Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,Sales Representative,3,Single,0,No,13,3,1,3,3,0.333333333,0.777777778,0.111111111,9,TG2
Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,Sales Executive,3,Single,4,Yes,12,3,4,2,3,0.125,0.5,0.375,1.6,TG1
Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,Manager,1,Married,5,Yes,13,3,4,2,3,0.041666667,0.083333333,0.166666667,4,TG1
Non-Travel,Sales,8,4,Life Sciences,1,Male,2,Sales Executive,1,Single,1,No,15,3,2,1,3,0,0.7,0.9,5,TG2
Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,Healthcare Representative,3,Married,4,No,12,3,1,3,2,0.090909091,0.636363636,0.090909091,2.2,TG2
Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,Sales Executive,1,Single,6,No,17,3,3,2,2,0.166666667,0.5,0.333333333,0.857142857,TG1
Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,Manufacturing Director,1,Single,6,Yes,12,3,4,2,3,0.235294118,0.411764706,0.705882353,2.428571429,TG3
Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,Healthcare Representative,2,Married,1,No,24,4,4,2,3,0.375,0.875,0.875,4,TG2
Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,Manager,4,Divorced,1,No,13,3,2,4,2,0.583333333,0.291666667,0.375,12,TG3
Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,Laboratory Technician,1,Married,1,Yes,21,4,3,2,3,0,0,0,0.5,TG1
Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,Laboratory Technician,1,Married,1,Yes,11,3,4,1,3,0,0,0,0.5,TG1
Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,Research Director,3,Married,0,No,11,3,4,3,4,0.214285714,0.642857143,0.5,14,TG3
Travel_Rarely,Sales,16,3,Marketing,1,Female,3,Sales Executive,1,Single,5,No,15,3,3,3,3,0,0.333333333,0.333333333,1,TG1
Travel_Rarely,Research & Development,2,2,Other,3,Female,3,Manager,4,Married,1,Yes,11,3,3,3,2,0.115384615,0.538461538,0,13,TG3
Travel_Rarely,Research & Development,1,3,Other,3,Female,3,Manufacturing Director,2,Married,0,No,15,3,1,2,3,0,0.7,0.5,10,TG2
Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,Research Scientist,3,Married,1,No,24,4,3,3,3,0,0.7,0.7,5,TG2
Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Research Director,2,Single,7,Yes,12,3,4,2,3,0.325,0.375,0.2,5,TG3
Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Research Scientist,3,Single,6,No,17,3,4,3,2,0.4,0.4,0.2,0.714285714,TG1
Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,3,Married,1,No,12,3,3,3,3,0.428571429,0.928571429,0.571428571,7,TG3
Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,Manufacturing Director,2,Married,1,No,13,3,4,3,2,0.7,0.8,0.8,5,TG2
Travel_Rarely,Sales,11,3,Marketing,3,Female,3,Sales Executive,4,Married,1,No,18,3,1,3,4,0.777777778,0.888888889,0.777777778,4.5,TG2
Travel_Rarely,Sales,2,1,Medical,3,Male,3,Sales Executive,4,Single,4,No,16,3,3,3,2,0.583333333,0.583333333,0.25,2.4,TG2
Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,Research Director,4,Divorced,1,Yes,16,3,2,3,3,0,0.888888889,0.888888889,4.5,TG2
Travel_Rarely,Research & Development,7,3,Other,3,Male,3,Manufacturing Director,3,Single,3,No,21,4,2,3,4,0.058823529,0.294117647,0.352941176,4.25,TG2
Travel_Rarely,Sales,2,4,Marketing,2,Female,3,Sales Executive,2,Married,1,Yes,20,4,1,2,3,0.875,0.875,0.625,4,TG2
Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,Research Scientist,3,Married,1,Yes,14,3,1,2,3,0.125,0.875,0.875,4,TG2
Travel_Rarely,Sales,26,4,Marketing,1,Female,3,Manager,3,Married,2,No,14,3,3,2,2,0.137931034,0.206896552,0.586206897,9.666666667,TG3
Travel_Rarely,Sales,1,3,Medical,1,Male,4,Sales Executive,1,Divorced,1,No,22,4,1,5,3,0,0.888888889,0.888888889,4.5,TG2
Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,Sales Executive,4,Married,1,Yes,14,3,4,1,2,0.222222222,0.777777778,0.611111111,9,TG3
Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,Manufacturing Director,4,Married,3,No,22,4,3,3,3,0,0.258064516,0,7.75,TG2
Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,Manufacturing Director,3,Married,1,Yes,20,4,2,2,3,0.294117647,0.823529412,0.882352941,8.5,TG3
Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,Research Scientist,2,Divorced,1,Yes,19,3,1,3,2,0.7,0.2,0.8,5,TG2
Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,Sales Executive,2,Married,1,No,14,3,4,3,3,0.5,0.8,0.3,5,TG2
Travel_Rarely,Sales,1,3,Medical,2,Female,2,Sales Representative,3,Divorced,6,Yes,19,3,3,3,3,0,0.4,0.4,0.714285714,TG1
Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,Manufacturing Director,2,Married,3,No,16,3,1,2,3,0.25,0.625,0.5,4,TG3
Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,Research Director,4,Single,6,No,18,3,3,0,3,0.090909091,0.272727273,0.242424242,4.714285714,TG3
Travel_Rarely,Sales,2,2,Marketing,3,Female,3,Sales Executive,4,Married,0,Yes,22,4,1,2,3,0.875,0.75,0.875,8,TG1
Non-Travel,Sales,19,2,Medical,1,Male,3,Sales Executive,2,Single,1,Yes,13,3,4,2,3,0,0,0.9,5,TG2
Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,Manager,1,Divorced,1,No,11,3,4,3,3,0.451612903,0.193548387,0.225806452,15.5,TG3
Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,Laboratory Technician,4,Single,1,Yes,24,4,3,2,1,0,0,1,0.5,TG1
Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,Research Scientist,1,Married,1,Yes,13,3,4,0,3,0.875,0.875,0.125,4,TG2
Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,Laboratory Technician,4,Divorced,9,Yes,14,3,4,3,2,0,0,0,0.3,TG1
Travel_Rarely,Sales,2,3,Medical,3,Female,2,Sales Representative,3,Single,1,No,13,3,4,3,2,0,1,1,1,TG1
Travel_Rarely,Research & Development,18,1,Other,4,Female,3,Research Scientist,4,Single,1,No,19,3,1,3,2,0,0,0,0.5,TG1
Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,Healthcare Representative,4,Married,0,Yes,17,3,1,2,2,0.235294118,0.470588235,0.647058824,17,TG3
